,0
708,"""I’m grateful that so many young people are spreading the word & not the virus. Solidarity is the key to defeating #COVID19 - solidarity between countries, but also between age groups. Thank you for heeding our call for solidarity, solidarity, solidarity""-@DrTedros #coronavirus"
709,"""Yesterday, Wuhan, reported no new cases for the first time since the #COVID19 outbreak started. Wuhan provides hope for the rest of the world, that even the most severe situation can be turned around""-@DrTedros #coronavirus"
710,"""Every loss of life is a tragedy. It’s also motivation to double down and do everything we can to stop transmission and save lives""-@DrTedros #COVID19 #coronavirus"
711,Media briefing on #COVID19 with @DrTedros. #coronavirus
712,Any interruption of #breastfeeding may actually increase the infant’s risk of becoming ill and even of becoming severely sick http://bit.ly/2Wv68oY #COVID19 #coronavirus
713,"If someone who is #breastfeeding becomes ill with #COVID19, it is important to continue breastfeeding. The baby who has already been exposed to the #coronavirus by the mother and/or family will benefit most from continued direct breastfeeding http://bit.ly/2Wv68oY"
714,NEW: #COVID19 guidance on preparedness &amp; response in humanitarian situations incl. in camp &amp; camp-like settings https://bit.ly/2Wv68oY #coronavirus
715,#AskWHO on disability considerations during #COVID19. #coronavirus
716,"WHO is aware of concerns on the use of #ibuprofen for the treatment of fever for people with #COVID19. We are consulting with physicians treating the patients &amp; are not aware of reports of any negative effects, beyond the usual ones that limit its use in certain populations. "
717,"Q: Could #ibuprofen worsen disease for people with #COVID19? A: Based on currently available information, WHO does not recommend against the use of of ibuprofen. "
718,The full briefing on #COVID19 by @DrTedros 
719,"""These and other efforts give me hope that together, we can and will prevail. This #coronavirus is presenting us with an unprecedented threat. But it’s also an unprecedented opportunity to come together as one against a common enemy""-@DrTedros #COVID19"
720,"""I continue to be inspired by the many demonstrations of solidarity from all over the . The #COVID19 Solidarity Response Fund has now raised over $43M from more than 173K individuals &amp; organizations. I’d especially like to thank @FIFAcom for its contribution of $10M""-@DrTedros"
721,"""Many countries have already confirmed that they will join the SOLIDARITY trial - Argentina, Bahrain, Canada, France, Iran, Norway, South Africa, Spain, Switzerland and Thailand - and I trust many more will join""-@DrTedros #COVID19 #coronavirus"
722,"""The SOLIDARITY trial provides simplified procedures to enable even hospitals that have been overloaded to participate""-@DrTedros #COVID19 #coronavirus"
723,"""This large, international study is designed to generate the robust data we need, to show which treatments are the most effective. We have called this study the SOLIDARITY trial""-@DrTedros #COVID19 #coronavirus"
724,"""The first vaccine trial has begun, just 60 days after the genetic sequence of the #coronavirus was shared. This is an incredible achievement. We commend the researchers around the world who have come together to systemically evaluate experimental therapeutics""-@DrTedros #COVID19"
725,"""WHO continues to call on all countries to implement a comprehensive approach, with the aim of slowing down #COVID19 transmission and flattening the curve. This approach is saving lives and buying time for the development of vaccines and treatments""-@DrTedros #coronavirus"
726,"""If health facilities are at risk of being overwhelmed, people with mild #COVID19 disease can be cared for at home. Although this is not the ideal situation, WHO has advice on our website for how home-care can be provided as safely as possible""-@DrTedros #coronavirus"
727,"""At the peak in there were more than 800 #COVID19 cases and yesterday there were only 90 cases""-@DrTedros #coronavirus"
728,"""WHO continues to recommend that isolating, testing and treating every suspected #COVID19 case, and tracing every contact, must be the backbone of the response in every country. This is the best hope of preventing widespread community transmission""-@DrTedros #coronavirus"
729,"""Respiratory diseases can spread efficiently in winter not necessarily because of the temperature but because human beings come together in closed environments & therefore transmission is more facilitated. We've seen #COVID19 now in a number of different climates”-@DrMikeRyan"
730,"""This amazing spirit of human solidarity must become even more infectious than the #coronavirus itself. Although we may have to be physically apart from each other for a while, we can come together in ways we never have before""-@DrTedros #COVID19"
731,"""This is the defining global health crisis of our time. The days, weeks and months ahead will be a test of our resolve, a test of our trust in science, and a test of solidarity. Crises like #COVID19 tend to bring out the best and worst in humanity""-@DrTedros #coronavirus"
732,"""We also ask people to express their solidarity by refraining from hoarding essential items, including medicines. Hoarding can create shortages of medicines and other essential products, which can exacerbate suffering""-@DrTedros #COVID19 #coronavirus"
733,"""Washing your hands will help to reduce your risk of #coronavirus infection. But it’s also an act of solidarity because it reduces the risk you will infect others in your community and around the world. Do it for yourself, do it for others""-@DrTedros #COVID19"
734,"""WHO has issued new clinical guidance, with specific details on how to care for children, older people and pregnant women. So far, we have seen epidemics in countries with advanced health systems. But even they have struggled to cope""-@DrTedros #COVID19 #coronavirus"
735,"""Once again, our key message is: test, test, test. This is a serious disease. Although the evidence we have suggests that those over 60 are at highest risk, young people, including children, have died""-@DrTedros #COVID19 #coronavirus"
736,"""People infected with #COVID19 can still infect others after they stop feeling sick, so these measures should continue for at least 2 weeks after symptoms disappear. Visitors should not be allowed until the end of this period. There are more details in WHO’s guidance""-@DrTedros"
